binder_id,target_id,binder,source,A_length,af3_ipSAE_min,af3_ipSAE_max,af3_ipSAE_avg,af3_LIS,af3_iptm_avg,af3_iptm_model_0,af3_ptm_avg,af3_ipae,af3_min_pae_contact,af3_pDockQ_min,af3_pDockQ2_max,RMSD_chA_aft_chB_align_input_af3,RMSD_complex_input_af3,af3_rosetta_interface_dG,af3_rosetta_interface_dG_SASA_ratio,af3_rosetta_interface_dSASA,af3_rosetta_interface_sc,af3_rosetta_interface_packstat,af3_rosetta_surface_hydrophobicity,af3_rosetta_interface_interface_hbonds,input_rosetta_interface_sc,input_rosetta_interface_dG,input_rosetta_interface_dG_SASA_ratio,input_rosetta_interface_dSASA,input_rosetta_interface_packstat,af3_pymol_delta_SASA,af3_pymol_percent_nonpolar,af3_pymol_hbonds,af3_pymol_num_interface_residues
Motif1061_HEEHE_1392_0001_4186_0001,FGFR2,0,Cao et al FGFR2,65.0,0.359,0.416,0.214,0.406,0.69,0.7,0.79,7.545,2.2,0.236,0.388,3.2,3.7,-64.49,-3.93,1639.28,0.72,0.64,0.2,6.0,0.7,-61.44,-3.66,1676.6,0.66,813.508,51.163,7.0,43.0
Motif1062_ems_3hM_446_0001_0002_2042_0001,FGFR2,0,Cao et al FGFR2,62.0,0.015,0.021,0.014,0.156,0.33,0.35,0.64,13.034,25.0,0.122,0.06,18.67,24.21,-35.82,-2.5,1432.32,0.59,0.61,0.25,0.0,0.8,-69.38,-3.95,1756.91,0.68,778.282,52.632,1.0,38.0
Motif1069_HHH_eva_0468_0001_1304_0001,FGFR2,1,Cao et al FGFR2,54.0,0.231,0.297,0.134,0.391,0.64,0.66,0.77,7.786,3.1,0.347,0.293,2.71,3.41,-42.0,-2.84,1477.75,0.67,0.58,0.13,5.0,0.73,-53.97,-3.12,1730.6,0.72,788.658,60.976,2.0,41.0
Motif1078_HEEHE_3164_0001_0001_5966_0001,FGFR2,0,Cao et al FGFR2,65.0,0.299,0.375,0.164,0.404,0.67,0.68,0.77,8.131,2.3,0.183,0.392,23.72,20.33,-36.15,-3.03,1192.83,0.69,0.63,0.23,0.0,0.75,-66.91,-3.49,1917.43,0.71,670.634,55.556,0.0,36.0
Motif1091_HHH_eva_0026_0001_0001_3543_0001,FGFR2,0,Cao et al FGFR2,60.0,0.016,0.036,0.014,0.14,0.35,0.38,0.66,13.754,25.0,0.073,0.062,23.87,20.68,-37.61,-2.91,1291.54,0.68,0.59,0.13,0.0,0.72,-71.13,-3.56,1998.09,0.69,758.769,55.0,1.0,40.0
Motif1126_ems_3hC_875_0001_0001_1894_0001,FGFR2,0,Cao et al FGFR2,64.0,0.016,0.034,0.014,0.171,0.31,0.31,0.64,13.508,25.0,0.101,0.046,20.5,21.16,-36.45,-2.64,1381.43,0.64,0.65,0.13,2.0,0.67,-66.4,-3.64,1822.18,0.63,716.863,48.78,1.0,41.0
Motif1134_ems_3hM_3059_0002_9904_0001,FGFR2,0,Cao et al FGFR2,62.0,0.177,0.2,0.101,0.293,0.54,0.58,0.71,9.681,4.0,0.325,0.226,24.92,29.28,-45.03,-2.66,1691.71,0.66,0.64,0.2,4.0,0.82,-60.5,-3.56,1697.57,0.68,976.991,52.941,7.0,51.0
Motif1208_ems_3hM_2791_0001_1097_0001,FGFR2,0,Cao et al FGFR2,60.0,0.065,0.071,0.017,0.173,0.34,0.41,0.65,12.331,25.0,0.109,0.077,4.73,6.59,-35.09,-3.11,1128.7,0.76,0.65,0.07,0.0,0.75,-62.18,-3.47,1793.88,0.65,709.949,52.778,2.0,36.0
Motif1280_ems_3hC_844_0001_0001_9213_0001,FGFR2,0,Cao et al FGFR2,62.0,0.074,0.082,0.025,0.244,0.39,0.47,0.66,12.201,25.0,0.234,0.076,2.87,2.51,-43.09,-2.82,1528.81,0.67,0.65,0.14,2.0,0.72,-58.69,-3.3,1778.41,0.7,841.055,56.818,0.0,44.0
Motif1320_p1_14H_GBL_16H_GABBL_15H_0052_0001_0001_0002_0001_6656_0001,FGFR2,0,Cao et al FGFR2,53.0,0.408,0.529,0.237,0.598,0.75,0.75,0.82,5.904,1.8,0.249,0.502,3.75,3.17,-41.29,-3.16,1304.79,0.77,0.66,0.12,1.0,0.79,-64.58,-3.67,1761.37,0.66,751.684,58.537,0.0,41.0
Motif1399_bcov_4helix_09135_0001_5185_0001,FGFR2,1,Cao et al FGFR2,65.0,0.68,0.759,0.392,0.685,0.85,0.86,0.88,4.612,0.9,0.351,0.821,3.13,2.48,-47.37,-3.6,1316.44,0.76,0.67,0.23,4.0,0.77,-58.12,-3.59,1619.58,0.68,721.855,56.41,2.0,39.0
Motif1443_ems_3hM_1452_0001_0002_5419_0001,FGFR2,0,Cao et al FGFR2,62.0,0.358,0.374,0.195,0.464,0.71,0.74,0.8,6.938,2.4,0.349,0.517,3.96,3.75,-48.75,-2.81,1731.93,0.63,0.66,0.08,4.0,0.73,-71.96,-3.72,1932.75,0.68,823.147,47.826,3.0,46.0
Motif1482_bcov_4helix_10824_0001_0002_1_9627_0001,FGFR2,0,Cao et al FGFR2,65.0,0.036,0.043,0.017,0.204,0.35,0.38,0.63,13.943,25.0,0.11,0.05,10.07,7.01,-43.57,-2.85,1526.22,0.72,0.54,0.26,3.0,0.73,-69.04,-3.57,1932.07,0.62,864.344,47.619,1.0,42.0
Motif1523_bcov_4helix_09143_0001_0001_1_9622_0001,FGFR2,0,Cao et al FGFR2,65.0,0.014,0.046,0.013,0.115,0.33,0.38,0.65,13.594,25.0,0.129,0.057,19.4,17.95,-27.84,-2.07,1347.32,0.55,0.48,0.19,2.0,0.67,-57.75,-3.28,1758.38,0.65,759.789,56.818,1.0,44.0
Motif1547_HHH_b2_02078_0001,SARS_CoV2_RBD,0,Cao et al SARS_CoV2_RBD,55.0,0.0,0.0,0.0,0.0,0.1,0.11,0.7,26.228,25.0,0.0,0.0,20.32,32.11,-40.17,-2.43,1655.12,0.64,0.69,0.08,6.0,0.67,-43.81,-2.58,1700.73,0.66,953.083,41.176,5.0,51.0
Motif1874_HHH_b1_04636_0001,SARS_CoV2_RBD,1,Cao et al SARS_CoV2_RBD,56.0,0.647,0.79,0.4,0.671,0.9,0.9,0.89,5.482,1.1,0.376,0.86,2.12,2.39,-54.2,-2.93,1851.73,0.63,0.68,0.08,8.0,0.67,-59.88,-3.25,1842.26,0.68,974.022,36.0,8.0,50.0
Motif2017_HHH_b1_00518_0001,SARS_CoV2_RBD,0,Cao et al SARS_CoV2_RBD,57.0,0.0,0.0,0.0,0.0,0.08,0.08,0.7,28.178,25.0,0.0,0.0,9.4,8.63,-21.05,-1.4,1499.42,0.41,0.64,0.13,2.0,0.72,-49.85,-3.18,1569.58,0.72,776.219,35.714,10.0,42.0
Motif2464_bcov_4helix_10293_0001_0002,SARS_CoV2_RBD,0,Cao et al SARS_CoV2_RBD,65.0,0.0,0.0,0.0,0.0,0.2,0.23,0.68,21.851,25.0,0.0,0.0,50.56,31.4,-48.04,-2.56,1880.0,0.58,0.51,0.38,3.0,0.69,-58.51,-3.45,1694.06,0.69,969.77,58.333,2.0,48.0
NYESO_parent_binder_partial_10_2_66_dldesign_0_af2pred,pMHC_NY1,0,pMHC screening NY2,145.0,0.559,0.801,0.365,0.659,0.93,0.93,0.94,4.767,1.1,0.409,0.898,1.2,1.73,-65.11,-2.29,2843.55,0.6,0.69,0.39,8.0,0.58,-65.57,-2.21,2962.49,0.61,1499.822,40.845,11.0,71.0
Pdl1_binder_AF2_20,Pdl1,0,Pdl1 Watson et al,89.0,0.754,0.812,0.501,0.697,0.88,0.88,0.9,3.662,1.0,0.328,0.84,28.15,19.94,-39.47,-2.52,1565.86,0.65,0.71,0.17,9.0,0.62,-51.54,-2.8,1839.44,0.66,773.119,51.163,5.0,43.0
Pdl1_binder_AF2_30,Pdl1,0,Pdl1 Watson et al,90.0,0.139,0.149,0.072,0.27,0.46,0.47,0.7,10.844,4.1,0.262,0.097,13.07,13.72,-36.23,-2.07,1748.5,0.45,0.61,0.12,4.0,0.69,-49.07,-2.51,1954.18,0.59,1015.63,38.462,6.0,52.0
Pdl1_binder_AF2_35,Pdl1,0,Pdl1 Watson et al,88.0,0.798,0.854,0.562,0.738,0.91,0.91,0.92,3.466,0.9,0.564,0.888,0.98,1.06,-45.81,-2.59,1768.0,0.69,0.64,0.05,5.0,0.65,-46.09,-2.66,1730.55,0.67,947.634,48.936,9.0,47.0
Pdl1_binder_AF2_59,Pdl1,0,Pdl1 Watson et al,90.0,0.771,0.781,0.534,0.719,0.88,0.89,0.91,3.618,1.1,0.578,0.798,1.61,1.83,-54.55,-2.63,2071.45,0.63,0.68,0.08,8.0,0.58,-44.66,-2.35,1896.91,0.69,1012.805,42.308,8.0,52.0
Pdl1_binder_AF2_60,Pdl1,1,Pdl1 Watson et al,94.0,0.798,0.827,0.559,0.729,0.89,0.9,0.91,3.538,0.9,0.548,0.844,1.62,1.44,-46.23,-2.46,1879.85,0.57,0.66,0.1,6.0,0.54,-44.86,-2.49,1798.81,0.62,880.22,44.681,5.0,47.0
Pdl1_binder_AF2_78,Pdl1,0,Pdl1 Watson et al,97.0,0.631,0.69,0.42,0.629,0.82,0.83,0.88,4.586,1.4,0.489,0.754,1.47,1.37,-43.19,-2.31,1872.3,0.61,0.65,0.05,6.0,0.55,-46.64,-2.51,1854.99,0.67,998.997,41.667,9.0,48.0
Reed_HARRISON_model_56_119_0,EGFR,0,Adaptyv binder comp round 2,74.0,0.595,0.726,0.298,0.494,0.93,0.93,0.71,12.813,1.3,0.502,0.809,37.72,44.06,-51.97,-2.39,2176.6,0.69,0.77,0.14,8.0,0.52,-38.12,-1.32,2880.44,0.64,1158.01,46.774,13.0,62.0
Trka_binder_AF2_1,TrkA,0,TrkA Watson et al,65.0,0.348,0.413,0.206,0.514,0.74,0.74,0.79,7.825,2.1,0.396,0.324,1.5,1.75,-36.15,-2.06,1755.56,0.56,0.53,0.15,3.0,0.67,-42.53,-2.4,1771.86,0.6,890.696,41.463,3.0,41.0
Trka_binder_AF2_24,TrkA,0,TrkA Watson et al,65.0,0.632,0.7,0.363,0.626,0.83,0.84,0.83,6.344,1.0,0.367,0.542,1.55,2.06,-52.51,-3.08,1702.71,0.67,0.6,0.31,6.0,0.73,-51.78,-2.85,1819.17,0.67,950.324,40.909,9.0,44.0
Trka_binder_AF2_27,TrkA,0,TrkA Watson et al,97.0,0.804,0.807,0.57,0.719,0.89,0.89,0.92,3.534,0.9,0.546,0.841,2.24,1.9,-62.49,-2.98,2096.96,0.66,0.58,0.2,10.0,0.65,-52.24,-2.61,1998.84,0.57,1028.38,49.123,13.0,57.0
Trka_binder_AF2_4,TrkA,0,TrkA Watson et al,84.0,0.775,0.837,0.557,0.741,0.9,0.9,0.92,3.403,0.9,0.53,0.917,1.52,2.0,-53.72,-2.97,1807.06,0.61,0.65,0.21,7.0,0.66,-56.1,-3.11,1803.24,0.6,967.905,39.13,6.0,46.0
Trka_binder_AF2_59,TrkA,0,TrkA Watson et al,85.0,0.821,0.823,0.566,0.74,0.91,0.91,0.92,3.252,0.9,0.43,0.937,3.19,2.42,-38.68,-2.75,1404.46,0.69,0.57,0.22,3.0,0.71,-44.82,-3.07,1458.97,0.64,847.835,42.857,7.0,42.0
Trka_binder_AF2_78,TrkA,0,TrkA Watson et al,65.0,0.713,0.801,0.475,0.74,0.87,0.87,0.89,3.435,1.0,0.479,0.885,1.5,1.95,-51.9,-2.89,1794.02,0.63,0.66,0.23,6.0,0.7,-47.05,-2.51,1871.43,0.61,878.724,46.512,4.0,43.0
Trka_binder_AF2_90,TrkA,0,TrkA Watson et al,62.0,0.705,0.835,0.451,0.718,0.88,0.89,0.9,3.859,0.9,0.528,0.875,2.09,2.5,-49.88,-3.13,1592.76,0.77,0.71,0.28,5.0,0.63,-29.09,-2.18,1336.21,0.62,754.151,46.154,8.0,39.0
akshayc_5_run_3_1002_dldesign_0_cycle1_af2pred,EGFR,0,Adaptyv binder comp round 1,130.0,0.454,0.579,0.249,0.351,0.83,0.83,0.7,14.286,2.3,0.572,0.528,37.41,42.01,-62.01,-2.27,2734.62,0.58,0.61,0.36,7.0,0.54,-56.99,-1.77,3218.72,0.63,1528.701,43.59,10.0,78.0
alan_blakely_12_3,EGFR,1,Adaptyv binder comp round 2,228.0,0.645,0.701,0.353,0.476,0.59,0.59,0.62,20.824,1.6,0.55,0.211,35.24,56.61,-82.28,-2.3,3584.79,0.63,0.65,0.31,15.0,0.64,-81.58,-1.69,4820.69,0.62,2053.828,37.736,25.0,106.0
bcov_6ala_r1_HEEH_14223_000000004_0001_1_21_H____ems_3hM_3569_0001_0003_0001_0001,TrkA,0,Cao et al TrkA,61.0,0.161,0.197,0.09,0.24,0.54,0.56,0.72,9.588,4.3,0.235,0.141,8.23,6.59,-35.48,-2.58,1377.33,0.62,0.57,0.1,5.0,0.68,-62.32,-4.08,1528.58,0.64,862.895,47.727,6.0,44.0
bcov_v3_r2_ems_3hM_634_000000018_0001_0001_45_64_H____ems_3hM_1055_0001_0002_0001_0001_0001,IL7Ra,0,Cao et al IL7Ra,62.0,0.014,0.015,0.012,0.095,0.42,0.44,0.77,15.473,9.0,0.152,0.055,16.07,27.16,-46.8,-3.12,1498.7,0.66,0.67,0.08,5.0,0.7,-49.86,-2.97,1680.64,0.61,742.45,46.341,4.0,41.0
ccalia_conf17_183_3,EGFR,0,Adaptyv binder comp round 1,96.0,0.074,0.128,0.014,0.093,0.68,0.68,0.65,18.889,6.5,0.502,0.09,2.08,4.36,-53.59,-2.45,2191.4,0.6,0.6,0.39,7.0,0.58,-51.26,-2.44,2099.79,0.63,1238.57,48.529,10.0,68.0
ccalia_conf94_139_2,EGFR,0,Adaptyv binder comp round 1,91.0,0.455,0.525,0.25,0.378,0.87,0.87,0.7,14.278,2.8,0.563,0.556,33.9,41.44,-63.97,-2.62,2441.79,0.69,0.61,0.23,5.0,0.63,-64.11,-2.29,2794.39,0.58,1306.549,48.387,9.0,62.0
chenceshi1105_steven_binder_design_l75_s60968_it100_mpnn0,EGFR,0,Adaptyv binder comp round 2,75.0,0.417,0.611,0.203,0.424,0.88,0.88,0.69,14.215,2.2,0.48,0.536,3.76,6.7,-63.58,-2.79,2275.59,0.71,0.64,0.26,5.0,0.7,-58.12,-2.65,2192.45,0.62,1283.92,50.847,6.0,59.0
cside_mot_3h_hb1_4484_000000008_0001_1_11_H___HHH_eva_0246_0001_0001,EGFR,1,Cao et al EGFR,61.0,0.012,0.015,0.012,0.072,0.4,0.4,0.79,14.759,25.0,0.134,0.044,21.27,27.08,-32.06,-2.18,1471.85,0.66,0.55,0.09,6.0,0.65,-52.71,-2.67,1970.54,0.66,888.999,54.348,6.0,46.0
cside_pol_b582341f4521fc137b88f2339bc4a0f8_0001_000000015_0001,EGFR,0,Cao et al EGFR,65.0,0.0,0.0,0.0,0.0,0.24,0.27,0.75,18.504,25.0,0.0,0.0,11.54,15.35,-36.6,-2.39,1531.54,0.57,0.6,0.21,7.0,0.57,-54.82,-2.67,2051.17,0.6,837.079,45.833,3.0,48.0
csplice_r1_4b397ff321495f1cf064223b6ad1b1e1_0001_000000002_0001_0001_24_33_H____02b6d93368eea7bfe586da0c467e1cba_0001_0001_0001_0001_0001_15_46_HHH_30_13985_25_0001,VirB8,0,Cao et al VirB8,65.0,0.013,0.014,0.012,0.089,0.38,0.43,0.73,15.094,25.0,0.138,0.035,44.39,36.32,-34.85,-1.98,1762.8,0.56,0.61,0.4,2.0,0.77,-65.32,-3.82,1710.83,0.69,840.057,60.465,2.0,43.0
csplice_r1_4b397ff321495f1cf064223b6ad1b1e1_0001_000000002_0001_0001_24_33_H____02b6d93368eea7bfe586da0c467e1cba_0001_0001_0001_0001_0001_15_46_HHH_31_03848_17_0001,VirB8,0,Cao et al VirB8,65.0,0.469,0.721,0.318,0.565,0.8,0.82,0.85,8.314,1.1,0.338,0.58,7.81,7.46,-51.32,-2.81,1827.91,0.68,0.6,0.11,4.0,0.8,-64.57,-3.81,1695.13,0.74,836.289,56.41,2.0,39.0
csplice_r1_4b397ff321495f1cf064223b6ad1b1e1_0001_000000002_0001_0001_24_33_H____ems_p1_14H_GBL_16H_GBL_16H_0697_0001_0001_0001_0001_0001_0001_0001_18_51_HHH_33_24307_29_0001,VirB8,0,Cao et al VirB8,65.0,0.015,0.015,0.013,0.062,0.25,0.27,0.7,19.132,25.0,0.075,0.018,44.55,36.46,-32.51,-2.52,1288.19,0.63,0.67,0.31,3.0,0.78,-62.86,-3.87,1625.35,0.75,704.652,53.846,2.0,39.0
ems_3hC_406_0002_000000013_0001,FGFR2,0,Cao et al FGFR2,63.0,0.016,0.041,0.015,0.165,0.32,0.35,0.64,13.591,25.0,0.062,0.047,11.05,12.33,-27.78,-2.45,1135.96,0.56,0.55,0.03,1.0,0.67,-60.67,-3.37,1801.72,0.66,682.588,56.41,1.0,39.0
eugene_valkov_rfdiff_design_22_33_dldesign_0_af2pred,EGFR,0,Adaptyv binder comp round 1,72.0,0.0,0.0,0.0,0.0,0.35,0.36,0.61,25.859,25.0,0.0,0.0,33.76,41.26,-43.46,-1.89,2294.37,0.63,0.66,0.43,4.0,0.51,-12.11,-0.93,1301.93,0.62,1122.795,41.071,9.0,56.0
gabriong_design1,EGFR,0,Adaptyv binder comp round 1,156.0,0.0,0.0,0.0,0.0,0.12,0.12,0.48,30.357,25.0,0.0,0.0,34.24,64.33,-24.59,-1.11,2211.02,0.43,0.65,0.14,11.0,0.63,-21.24,-0.77,2763.41,0.58,1515.297,23.171,9.0,82.0
il10ra_site1_normal_mot_b26a303360aa2756ef5b79665ce52f45_0001_000000179_0001_1_11_H___HHH_b2_00927_0001_0000100005_0000001_0,IL10Ra,0,Bennet paper IL10Ra prospective,57.0,0.016,0.017,0.012,0.091,0.32,0.35,0.75,18.455,8.0,0.038,0.07,43.71,48.34,-9.15,-1.83,498.96,0.64,0.65,0.21,1.0,0.62,-61.03,-3.08,1978.92,0.64,256.363,33.333,1.0,12.0
il10ra_site1_sap_16_mot_HHH_b2_00440_af2_000000075_0001_42_56_H___HHH_b1_01499_0001_0000100006_0000001_0_0001,IL10Ra,0,Bennet paper IL10Ra prospective,55.0,0.0,0.0,0.0,0.0,0.25,0.28,0.74,20.4,25.0,0.0,0.0,58.26,58.74,-18.78,-1.75,1074.18,0.39,0.62,0.21,3.0,0.67,-45.47,-2.64,1723.45,0.74,554.157,38.71,3.0,31.0
klima_jason_egfr_7wmio_1_30,EGFR,0,Adaptyv binder comp round 1,200.0,0.519,0.527,0.309,0.355,0.82,0.82,0.7,16.244,2.7,0.468,0.261,53.44,60.58,-54.63,-2.1,2600.95,0.58,0.62,0.14,12.0,0.5,-6.57,-0.7,941.09,0.55,1619.922,34.483,14.0,87.0
lennart_nickel_EGFR_l114_s69310_mpnn7,EGFR,0,Adaptyv binder comp round 2,114.0,0.3,0.377,0.158,0.255,0.75,0.78,0.62,17.673,4.4,0.32,0.278,42.2,44.74,-50.62,-2.23,2273.51,0.64,0.63,0.3,5.0,0.57,-53.13,-1.6,3316.47,0.62,1274.156,41.071,8.0,56.0
lhallee_lhallee_40_target_driveid_10,EGFR,0,Adaptyv binder comp round 2,40.0,0.0,0.0,0.0,0.0,0.33,0.35,0.68,24.491,25.0,0.0,0.0,12.46,46.0,-60.05,-2.07,2907.2,0.56,0.63,0.32,2.0,0.55,-29.93,-1.34,2240.16,0.55,1507.68,48.75,5.0,80.0
longxing_Grafting2_HHH_eva_0506_0001_0008_0001_0001,IL7Ra,0,Cao et al IL7Ra,55.0,0.012,0.012,0.012,0.035,0.34,0.35,0.76,18.168,25.0,0.055,0.023,20.03,40.71,-36.33,-2.36,1539.23,0.58,0.5,0.23,1.0,0.77,-57.35,-3.53,1622.92,0.58,706.006,54.839,1.0,31.0
longxing_ems_3hM_2812_000000000_0001_0001,IL7Ra,0,Cao et al IL7Ra,60.0,0.016,0.017,0.013,0.119,0.4,0.42,0.77,16.283,25.0,0.104,0.047,7.06,5.03,-38.8,-2.43,1595.47,0.52,0.52,0.12,2.0,0.72,-59.94,-3.45,1739.0,0.63,857.707,44.444,5.0,45.0
ltk_site1_normal_mot_HHH_b1_03302_af2_000000020_0001_3_19_H___HHH_b1_02056_af2_0001_0000500019_0000001_0,LTK,0,Bennet paper LTK prospective,56.0,0.428,0.717,0.197,0.53,0.82,0.87,0.9,6.36,1.9,0.206,0.474,3.45,6.35,-60.89,-3.3,1842.48,0.74,0.69,0.07,12.0,0.62,-48.21,-2.8,1723.28,0.74,867.874,45.455,7.0,44.0
ltk_site1_sap_16_mot_HHH_b1_00150_000000027_0001_23_39_H___HHH_b1_03258_0001_0000200012_0000001_0_0001,LTK,0,Bennet paper LTK prospective,57.0,0.154,0.373,0.079,0.236,0.71,0.71,0.88,9.836,3.5,0.216,0.199,2.77,2.81,-47.92,-2.55,1882.39,0.62,0.56,0.07,6.0,0.65,-58.07,-2.66,2184.57,0.66,953.471,47.727,7.0,44.0
mot_H_buried_HEEH_21875_000000000_0001_8_17_H___EHEE_hb1_3343_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.013,0.015,0.012,0.096,0.24,0.28,0.59,17.423,25.0,0.103,0.023,26.73,17.47,-42.13,-2.52,1671.65,0.6,0.58,0.18,3.0,0.79,-53.83,-3.46,1554.5,0.71,908.546,53.333,3.0,45.0
mot_H_buried_ems_3hM_2811_000000000_0001_10_17_H___3h_hb1_5452_0001_0001_0001,FGFR2,0,Cao et al FGFR2,60.0,0.139,0.172,0.066,0.275,0.45,0.54,0.69,10.57,3.7,0.245,0.126,2.95,3.18,-56.37,-3.23,1742.79,0.75,0.61,0.06,6.0,0.63,-53.37,-3.35,1592.38,0.69,845.436,50.0,1.0,48.0
mot_H_fastrot_cor_3h_hb1_641_000000003_0001_49_56_H___EHEE_hb1_4647_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.416,0.487,0.237,0.521,0.7,0.71,0.79,6.75,1.9,0.251,0.291,9.35,9.05,-62.37,-3.19,1955.2,0.62,0.59,0.13,9.0,0.75,-56.07,-3.59,1561.59,0.74,1014.652,47.059,3.0,51.0
mot_H_fastrot_cor_3h_hb1_641_000000003_0001_49_56_H___f10feec5f1dd8bd04af866802ae95a53_0001_0001_0003_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.478,0.486,0.269,0.545,0.75,0.76,0.81,6.189,1.9,0.213,0.369,19.5,18.35,-51.21,-2.81,1820.88,0.63,0.6,0.13,5.0,0.61,-57.32,-3.23,1772.18,0.64,917.638,55.319,4.0,47.0
mot_H_fastrot_cor_85931e5ecd843587efdb8cd577e0fb5b_0001_000000016_0001_36_43_H___3h_hb1_6391_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,59.0,0.442,0.504,0.268,0.548,0.73,0.74,0.8,6.206,1.6,0.306,0.52,2.28,2.95,-51.25,-3.14,1634.21,0.62,0.59,0.11,7.0,0.71,-63.82,-3.67,1740.89,0.7,880.962,53.191,7.0,47.0
mot_H_fastrot_cor_85931e5ecd843587efdb8cd577e0fb5b_0001_000000016_0001_36_43_H___437a5fede93567ffaede7a99f46ccfd3_0001_1_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.015,0.044,0.012,0.105,0.29,0.34,0.63,14.079,25.0,0.054,0.043,9.12,8.83,-25.3,-2.26,1121.12,0.58,0.57,0.23,1.0,0.79,-62.1,-4.14,1498.75,0.68,586.198,57.143,0.0,35.0
mot_H_fastrot_cor_ems_3hC_1462_0001_000000008_0001_26_30_H___p1_15H_GBL_16H_GABBL_16H_0222_0001_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,55.0,0.107,0.132,0.063,0.234,0.46,0.48,0.7,10.358,4.4,0.115,0.158,21.58,19.25,-38.45,-2.78,1384.16,0.66,0.62,0.13,2.0,0.74,-58.99,-3.33,1770.93,0.68,761.316,50.0,2.0,38.0
mot_H_fastrot_cor_ems_3hM_1062_000000000_0001_47_55_H___4h_hb1_3423_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.011,0.012,0.011,0.042,0.22,0.26,0.61,17.721,25.0,0.124,0.02,22.83,22.83,-33.46,-2.12,1577.81,0.54,0.58,0.31,1.0,0.68,-47.15,-3.18,1483.91,0.67,956.351,60.417,3.0,48.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___3b4bd1c4b5dd2289e39b68410bd4536f_0001_0001_0002_0001,FGFR2,0,Cao et al FGFR2,65.0,0.015,0.021,0.013,0.116,0.32,0.34,0.63,14.072,25.0,0.058,0.056,19.83,21.38,-28.3,-2.38,1190.98,0.52,0.59,0.1,2.0,0.73,-57.47,-3.14,1830.7,0.65,670.194,42.857,4.0,35.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___3h_hb1_3853_0001_0003_0001_0001,FGFR2,0,Cao et al FGFR2,63.0,0.115,0.132,0.056,0.279,0.43,0.49,0.68,10.903,5.7,0.216,0.104,16.1,25.58,-46.64,-2.91,1603.25,0.64,0.64,0.14,1.0,0.76,-58.97,-3.2,1842.68,0.69,888.705,50.0,1.0,42.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___EHEE_hb1_4624_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.188,0.194,0.097,0.288,0.51,0.57,0.71,10.134,3.5,0.212,0.138,17.05,23.38,-51.94,-2.47,2103.34,0.69,0.56,0.15,8.0,0.76,-53.98,-3.12,1730.99,0.7,1038.402,45.283,5.0,53.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___HEEHE_0649_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.017,0.078,0.015,0.162,0.41,0.46,0.67,12.98,25.0,0.16,0.071,10.9,25.7,-32.92,-2.21,1491.93,0.53,0.55,0.17,4.0,0.67,-51.4,-3.46,1485.47,0.74,708.168,47.368,1.0,38.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_57_61_H___3h_hb1_1361_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,63.0,0.238,0.31,0.148,0.412,0.54,0.65,0.73,7.778,3.0,0.229,0.36,3.11,2.63,-41.3,-2.46,1681.81,0.68,0.64,0.13,6.0,0.75,-72.11,-3.59,2008.33,0.65,760.441,52.5,3.0,40.0
mot_H_fastrot_cor_ems_3hM_3402_000000021_0001_49_57_H___3h_hb1_660_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,62.0,0.012,0.016,0.012,0.083,0.23,0.24,0.61,17.613,25.0,0.053,0.026,14.03,26.49,-34.06,-3.21,1062.49,0.75,0.57,0.15,3.0,0.72,-47.38,-2.94,1611.27,0.68,580.497,48.571,1.0,35.0
mot_H_fastrot_cor_ems_3hM_3402_000000021_0001_49_57_H___ba607f760f1b46b1d4ae745735460e53_0001_1_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.015,0.019,0.013,0.111,0.27,0.29,0.62,15.653,25.0,0.1,0.035,9.44,9.82,-34.45,-2.51,1374.43,0.63,0.58,0.27,2.0,0.65,-48.6,-3.2,1518.5,0.7,674.031,52.632,1.0,38.0
mot_H_fastrot_cor_f8f8a4152cc90f14bb898546c27f9520_0001_000000007_0001_34_42_H___3h_hb1_6161_0001_0001_0001_0001,FGFR2,1,Cao et al FGFR2,63.0,0.392,0.431,0.22,0.5,0.73,0.73,0.8,6.859,2.1,0.316,0.444,2.74,3.48,-48.64,-3.29,1476.59,0.73,0.63,0.1,2.0,0.79,-64.74,-3.92,1653.19,0.63,824.547,48.78,3.0,41.0
